EXPOCODE;SECT_ID;STNNBR;CASTNO;BTLNBR;DATE;TIME;LATITUDE;LONGITUDE;DEPTH_m;CTDPRS_dbar;CTDTMP_its-90;CTDSAL_pss-78;CTDSAL_FLAG_W;OXYGEN_umol_kg;OXYGEN_FLAG_W;SILCAT_umol_kg;SILCAT_FLAG_W;NITRAT_umol_kg;NITRAT_FLAG_W;PHSPHT_umol_kg;PHSPHT_FLAG_W;TCARBN_umol_kg;TCARBN_FLAG_W;ALKALI_umol_kg;ALKALI_FLAG_W
58P320011031;  OWSM;193;1;6;20140322;0;65.82;2.13;2100;48.39;5.9;35.0643;2;-999;9;-999;9;-999;9;-999;9;2149.28;2;2313.44;2
58P320011031;  OWSM;193;1;7;20140322;0;65.82;2.13;2100;28.4;5.88;35.0593;2;-999;9;-999;9;-999;9;-999;9;2148.87;2;2315.18;2
58P320011031;  OWSM;193;1;8;20140322;0;65.82;2.13;2100;17.97;5.87;35.0553;2;-999;9;-999;9;-999;9;-999;9;2148.7;2;2313.65;2
58P320011031;  OWSM;193;1;9;20140322;0;65.82;2.13;2100;7.69;5.88;35.0563;2;-999;9;-999;9;-999;9;-999;9;2143.07;2;2314.43;2
58P320011031;  OWSM;193;1;10;20140322;0;65.82;2.13;2100;2.85;5.88;35.0563;2;-999;9;-999;9;-999;9;-999;9;2148.65;2;2314.1;2
58P320011031;  OWSM;147;1;1;20140509;0;66;2;2100;1001;-0.451;34.906;2;-999;9;-999;9;-999;9;-999;9;2169.39;2;2307.01;2
58P320011031;  OWSM;147;1;2;20140509;0;66;2;2100;800.3;-0.24;34.905;2;-999;9;-999;9;-999;9;-999;9;2170.43;2;2305.42;2
58P320011031;  OWSM;147;1;3;20140509;0;66;2;2100;500.1;1.925;34.95;2;-999;9;-999;9;-999;9;-999;9;2170.35;2;2304.26;2
58P320011031;  OWSM;147;1;4;20140509;0;66;2;2100;400;3.91;34.969;2;-999;9;-999;9;-999;9;-999;9;2157.33;2;2306.36;2
58P320011031;  OWSM;147;1;5;20140509;0;66;2;2100;299.75;6.77;35.154;2;-999;9;-999;9;-999;9;-999;9;2145.09;2;2319.13;2
58P320011031;  OWSM;147;1;6;20140509;0;66;2;2100;200.48;7.27;35.176;2;-999;9;-999;9;-999;9;-999;9;2149.85;2;2319.02;2
58P320011031;  OWSM;147;1;7;20140509;0;66;2;2100;149.78;7.45;35.193;2;-999;9;-999;9;-999;9;-999;9;2144.86;2;2322.11;2
58P320011031;  OWSM;147;1;8;20140509;0;66;2;2100;100.65;7.63;35.203;2;-999;9;-999;9;-999;9;-999;9;2141.76;2;2321.96;2
58P320011031;  OWSM;147;1;9;20140509;0;66;2;2100;74.86;7.83;35.212;2;-999;9;-999;9;-999;9;-999;9;2141.14;2;2324.83;2
58P320011031;  OWSM;147;1;10;20140509;0;66;2;2100;50.59;7.85;35.195;2;-999;9;-999;9;-999;9;-999;9;2138.46;2;2323.98;2
58P320011031;  OWSM;147;1;11;20140509;0;66;2;2100;31.11;7.86;35.194;2;-999;9;-999;9;-999;9;-999;9;2125.33;2;2323.91;2
58P320011031;  OWSM;147;1;12;20140509;0;66;2;2100;9.82;8.04;35.191;2;-999;9;-999;9;-999;9;-999;9;2120.08;2;2324.41;2
58P320011031;  OWSM;500;1;1;20140614;0;65.82;2.16;2100;1000.4;-0.4;34.91;2;-999;9;-999;9;-999;9;-999;9;2172.69;2;2298.02;2
58P320011031;  OWSM;500;1;2;20140614;0;65.82;2.16;2100;498.96;1.59;34.9413;2;-999;9;-999;9;-999;9;-999;9;-999;9;2301.81;2
58P320011031;  OWSM;500;1;3;20140614;0;65.82;2.16;2100;300.1;6.19;35.0976;2;-999;9;-999;9;-999;9;-999;9;2151.22;2;2310.34;2
58P320011031;  OWSM;500;1;4;20140614;0;65.82;2.16;2100;198.96;7.09;35.1721;2;-999;9;-999;9;-999;9;-999;9;2150.03;2;2314.49;2
58P320011031;  OWSM;500;1;5;20140614;0;65.82;2.16;2100;99.03;7.57;35.186;2;-999;9;-999;9;-999;9;-999;9;2136.74;2;2317.64;2
58P320011031;  OWSM;500;1;6;20140614;0;65.82;2.16;2100;47.8;8.07;35.186;2;-999;9;-999;9;-999;9;-999;9;2130.92;2;2317.83;2
58P320011031;  OWSM;500;1;7;20140614;0;65.82;2.16;2100;29;8.34;35.1871;2;-999;9;-999;9;-999;9;-999;9;2124.77;2;2318.44;2
58P320011031;  OWSM;500;1;8;20140614;0;65.82;2.16;2100;19.1;8.75;35.1538;2;-999;9;-999;9;-999;9;-999;9;2112.91;2;2317.59;2
58P320011031;  OWSM;500;1;9;20140614;0;65.82;2.16;2100;10;10.49;35.0894;2;-999;9;-999;9;-999;9;-999;9;2084.09;2;2317.37;2
58P320011031;  OWSM;500;1;10;20140614;0;65.82;2.16;2100;2.4;10.67;35.0743;2;-999;9;-999;9;-999;9;-999;9;2085.86;2;2317.1;2
58P320011031;  OWSM;517;1;1;20140802;0;66;2;2100;2022;-0.83;34.911;2;-999;9;-999;9;-999;9;-999;9;2163.49;2;2308.41;2
58P320011031;  OWSM;517;1;2;20140802;0;66;2;2100;2001;-0.81;34.9108;2;-999;9;-999;9;-999;9;-999;9;2163.45;2;2316.88;2
58P320011031;  OWSM;517;1;3;20140802;0;66;2;2100;1501;-0.75;34.9105;2;-999;9;-999;9;-999;9;-999;9;2160.31;2;2305.8;2
58P320011031;  OWSM;517;1;4;20140802;0;66;2;2100;1002;-0.54;34.907;2;-999;9;-999;9;-999;9;-999;9;2162.87;2;2302.61;2
58P320011031;  OWSM;517;1;5;20140802;0;66;2;2100;801;-0.37;34.9063;2;-999;9;-999;9;-999;9;-999;9;2165.35;2;2302.57;2
58P320011031;  OWSM;517;1;6;20140802;0;66;2;2100;499;0.29;34.9068;2;-999;9;-999;9;-999;9;-999;9;2169.68;2;2304.35;2
58P320011031;  OWSM;517;1;7;20140802;0;66;2;2100;401;1.45;34.943;2;-999;9;-999;9;-999;9;-999;9;2169.15;2;2305.18;2
58P320011031;  OWSM;517;1;8;20140802;0;66;2;2100;201;5.565;35.0238;2;-999;9;-999;9;-999;9;-999;9;2150.49;2;2311.72;2
58P320011031;  OWSM;517;1;9;20140802;0;66;2;2100;101;7.3;35.1598;2;-999;9;-999;9;-999;9;-999;9;2141.22;2;2320.29;2
58P320011031;  OWSM;517;1;10;20140802;0;66;2;2100;50;8.07;35.1698;2;-999;9;-999;9;-999;9;-999;9;2143.98;2;2320.71;2
58P320011031;  OWSM;517;1;11;20140802;0;66;2;2100;29;10.9;35.1138;2;-999;9;-999;9;-999;9;-999;9;2109.61;2;2323.5;2
58P320011031;  OWSM;517;1;12;20140802;0;66;2;2100;10;14.43;34.8899;2;-999;9;-999;9;-999;9;-999;9;2055.87;2;2324.7;2
58P320011031;  OWSM;824;1;1;20141113;0;66;2;2100;1504.6;-0.73;34.909;2;-999;9;-999;9;-999;9;-999;9;2159.77;2;2302.82;2
58P320011031;  OWSM;824;1;2;20141113;0;66;2;2100;1201.9;-0.6;34.9063;2;-999;9;-999;9;-999;9;-999;9;2160.27;2;2305.78;2
58P320011031;  OWSM;824;1;3;20141113;0;66;2;2100;1000;-0.45;34.9057;2;-999;9;-999;9;-999;9;-999;9;2165.22;2;2305.56;2
58P320011031;  OWSM;824;1;4;20141113;0;66;2;2100;800.1;-0.25;34.9044;2;-999;9;-999;9;-999;9;-999;9;2169.23;2;2304.19;2
58P320011031;  OWSM;824;1;5;20141113;0;66;2;2100;502.4;1.24;34.9355;2;-999;9;-999;9;-999;9;-999;9;2164.87;2;2305.94;2
58P320011031;  OWSM;824;1;6;20141113;0;66;2;2100;400;3.6;34.9682;2;-999;9;-999;9;-999;9;-999;9;2160.83;2;2308.8;2
58P320011031;  OWSM;824;1;7;20141113;0;66;2;2100;302.4;6.26;35.102;2;-999;9;-999;9;-999;9;-999;9;2149.87;2;2320.64;2
58P320011031;  OWSM;824;1;8;20141113;0;66;2;2100;198.6;7.69;35.2022;2;-999;9;-999;9;-999;9;-999;9;2151.99;2;2322.26;2
58P320011031;  OWSM;824;1;9;20141113;0;66;2;2100;101.1;8.51;35.2458;2;-999;9;-999;9;-999;9;-999;9;2146.07;2;2328.13;2
58P320011031;  OWSM;824;1;10;20141113;0;66;2;2100;49;8.84;35.0352;2;-999;9;-999;9;-999;9;-999;9;2116.43;2;2315.51;2
58P320011031;  OWSM;824;1;11;20141113;0;66;2;2100;28.7;8.84;35.0351;2;-999;9;-999;9;-999;9;-999;9;2116.79;2;2316.87;2
58P320011031;  OWSM;824;1;12;20141113;0;66;2;2100;10.5;8.83;35.035;2;-999;9;-999;9;-999;9;-999;9;2115.91;2;2312.96;2
58P320011031;  OWSM;18;1;1;20150116;0;66;2;2100;2000;-0.81;34.912;2;-999;9;-999;9;-999;9;-999;9;2165.33;2;2302.87;2
58P320011031;  OWSM;18;1;2;20150116;0;66;2;2100;1797;-0.78;34.9122;2;-999;9;-999;9;-999;9;-999;9;2163.63;2;2294.49;2
58P320011031;  OWSM;18;1;3;20150116;0;66;2;2100;1499;-0.73;34.9108;2;-999;9;-999;9;-999;9;-999;9;2164.16;2;2299.33;2
58P320011031;  OWSM;18;1;4;20150116;0;66;2;2100;797.5;-0.35;34.9064;2;-999;9;-999;9;-999;9;-999;9;2168.6;2;2286.22;2
58P320011031;  OWSM;18;1;5;20150116;0;66;2;2100;500;0.44;34.9127;2;-999;9;-999;9;-999;9;-999;9;2172.56;2;2281.35;2
58P320011031;  OWSM;18;1;6;20150116;0;66;2;2100;399.5;1.36;34.9367;2;-999;9;-999;9;-999;9;-999;9;2172.21;2;2304.04;2
58P320011031;  OWSM;18;1;7;20150116;0;66;2;2100;198.3;7.07;35.0989;2;-999;9;-999;9;-999;9;-999;9;2152.23;2;2319.51;2
58P320011031;  OWSM;18;1;8;20150116;0;66;2;2100;48.4;7.53;35.1597;2;-999;9;-999;9;-999;9;-999;9;2143.46;2;2318.96;2
58P320011031;  OWSM;18;1;9;20150116;0;66;2;2100;28.1;7.54;35.1608;2;-999;9;-999;9;-999;9;-999;9;2142.79;2;2314.87;2
58P320011031;  OWSM;18;1;10;20150116;0;66;2;2100;9.6;7.53;35.1616;2;-999;9;-999;9;-999;9;-999;9;2142.91;2;2318.41;2
58P320011031;  OWSM;106;1;1;20150316;0;65.86;2.18;2100;1933;-0.8;34.914;2;-999;9;-999;9;-999;9;-999;9;2163.74;2;2300.86;2
58P320011031;  OWSM;106;1;2;20150316;0;65.86;2.18;2100;1500;-0.72;34.912;2;-999;9;-999;9;-999;9;-999;9;2164.22;2;2302.75;2
58P320011031;  OWSM;106;1;3;20150316;0;65.86;2.18;2100;997;-0.51;34.909;2;-999;9;-999;9;-999;9;-999;9;2171;2;2300.41;2
58P320011031;  OWSM;106;1;4;20150316;0;65.86;2.18;2100;498;0.65;34.919;2;-999;9;-999;9;-999;9;-999;9;2186.16;2;2304.7;2
58P320011031;  OWSM;106;1;5;20150316;0;65.86;2.18;2100;295;3.44;34.968;2;-999;9;-999;9;-999;9;-999;9;2161.89;2;2303.65;2
58P320011031;  OWSM;106;1;6;20150316;0;65.86;2.18;2100;200;5.6;35.062;2;-999;9;-999;9;-999;9;-999;9;2145.18;2;2316.75;2
58P320011031;  OWSM;106;1;7;20150316;0;65.86;2.18;2100;101.2;5.97;35.092;2;-999;9;-999;9;-999;9;-999;9;2137.9;2;2314.18;2
58P320011031;  OWSM;106;1;8;20150316;0;65.86;2.18;2100;48.8;6.5;35.138;2;-999;9;-999;9;-999;9;-999;9;2142.48;2;2321.98;2
58P320011031;  OWSM;106;1;9;20150316;0;65.86;2.18;2100;30.1;6.58;35.146;2;-999;9;-999;9;-999;9;-999;9;2142.77;2;2312.11;2
58P320011031;  OWSM;106;1;10;20150316;0;65.86;2.18;2100;18.7;6.62;35.151;2;-999;9;-999;9;-999;9;-999;9;2147;2;2316.6;2
58P320011031;  OWSM;106;1;11;20150316;0;65.86;2.18;2100;9.4;6.63;35.152;2;-999;9;-999;9;-999;9;-999;9;2149.61;2;2319.41;2
58P320011031;  OWSM;106;1;12;20150316;0;65.86;2.18;2100;3.3;6.51;35.144;2;-999;9;-999;9;-999;9;-999;9;2137.62;2;2312.92;2
58P320011031;  OWSM;277;1;1;20150525;0;65.83;2.21;2100;1947.8;-0.7748;34.913;2;-999;9;-999;9;-999;9;-999;9;2167.02;2;2307.2;2
58P320011031;  OWSM;277;1;2;20150525;0;65.83;2.21;2100;1491.6;-0.7307;34.912;2;-999;9;-999;9;-999;9;-999;9;2164.18;2;2297.25;2
58P320011031;  OWSM;277;1;3;20150525;0;65.83;2.21;2100;999;-0.5598;34.909;2;-999;9;-999;9;-999;9;-999;9;2169.44;2;2300.75;2
58P320011031;  OWSM;277;1;4;20150525;0;65.83;2.21;2100;499.4;-0.0156;34.906;2;-999;9;-999;9;-999;9;-999;9;2173.69;2;2303.16;2
58P320011031;  OWSM;277;1;5;20150525;0;65.83;2.21;2100;297.8;1.6653;34.944;2;-999;9;-999;9;-999;9;-999;9;2170.24;2;2297.33;2
58P320011031;  OWSM;277;1;6;20150525;0;65.83;2.21;2100;200.5;3.3646;34.966;2;-999;9;-999;9;-999;9;-999;9;2163.1;2;2300.98;2
58P320011031;  OWSM;277;1;7;20150525;0;65.83;2.21;2100;100.5;5.155;35.039;2;-999;9;-999;9;-999;9;-999;9;2152.1;2;2312.75;2
58P320011031;  OWSM;277;1;8;20150525;0;65.83;2.21;2100;49.6;6.1038;35.067;2;-999;9;-999;9;-999;9;-999;9;2139.58;2;2312.17;2
58P320011031;  OWSM;277;1;9;20150525;0;65.83;2.21;2100;30.4;6.8447;35.087;2;-999;9;-999;9;-999;9;-999;9;2129.25;2;2311.03;2
58P320011031;  OWSM;277;1;10;20150525;0;65.83;2.21;2100;18.6;7.2711;35.105;2;-999;9;-999;9;-999;9;-999;9;2120.47;2;2311.67;2
58P320011031;  OWSM;277;1;11;20150525;0;65.83;2.21;2100;9.1;7.4599;35.119;2;-999;9;-999;9;-999;9;-999;9;2120.24;2;2312.05;2
58P320011031;  OWSM;277;1;12;20150525;0;65.83;2.21;2100;3.65;7.4676;35.12;2;-999;9;-999;9;-999;9;-999;9;2119.85;2;2313.1;2
58P320011031;  OWSM;723;1;1;20150805;0;66;2;2100;1521.3;-0.718;34.915;2;-999;9;-999;9;-999;9;-999;9;2158.6;2;2307.14;2
58P320011031;  OWSM;723;1;2;20150805;0;66;2;2100;1199.1;-0.648;34.913;2;-999;9;-999;9;-999;9;-999;9;2159.17;2;2304.33;2
58P320011031;  OWSM;723;1;3;20150805;0;66;2;2100;999.9;-0.567;34.922;2;-999;9;-999;9;-999;9;-999;9;2170.58;2;2308.58;2
58P320011031;  OWSM;723;1;4;20150805;0;66;2;2100;800.1;-0.426;34.911;2;-999;9;-999;9;-999;9;-999;9;2168.78;2;2303.11;2
58P320011031;  OWSM;723;1;5;20150805;0;66;2;2100;498.9;0.282;34.915;2;-999;9;-999;9;-999;9;-999;9;2170.58;2;2305.56;2
58P320011031;  OWSM;723;1;6;20150805;0;66;2;2100;399.7;1.517;34.94;2;-999;9;-999;9;-999;9;-999;9;2169.93;2;2310.41;2
58P320011031;  OWSM;723;1;7;20150805;0;66;2;2100;300.2;3.123;34.959;2;-999;9;-999;9;-999;9;-999;9;2163.31;2;2306.34;2
58P320011031;  OWSM;723;1;8;20150805;0;66;2;2100;199.6;4.741;35.005;2;-999;9;-999;9;-999;9;-999;9;2155.7;2;2308.32;2
58P320011031;  OWSM;723;1;9;20150805;0;66;2;2100;99.8;7.247;35.202;2;-999;9;-999;9;-999;9;-999;9;2149.7;2;2318.49;2
58P320011031;  OWSM;723;1;10;20150805;0;66;2;2100;50.7;8.32;35.145;2;-999;9;-999;9;-999;9;-999;9;2131.36;2;2320.53;2
58P320011031;  OWSM;723;1;11;20150805;0;66;2;2100;30;11.431;35.073;2;-999;9;-999;9;-999;9;-999;9;2061.53;2;2318.07;2
58P320011031;  OWSM;723;1;12;20150805;0;66;2;2100;11.4;11.896;35.07;2;-999;9;-999;9;-999;9;-999;9;2054.39;2;2315.67;2
58P320011031;  OWSM;1037;1;1;20151118;0;66;1.98;2100;2021;-0.799;34.915;2;-999;9;-999;9;-999;9;-999;9;2161.76;2;2309.4;2
58P320011031;  OWSM;1037;1;2;20151118;0;66;1.98;2100;1800;-0.76;34.915;2;-999;9;-999;9;-999;9;-999;9;2159.03;2;2304.01;2
58P320011031;  OWSM;1037;1;3;20151118;0;66;1.98;2100;1499;-0.695;34.913;2;-999;9;-999;9;-999;9;-999;9;2165.85;2;2304.45;2
58P320011031;  OWSM;1037;1;4;20151118;0;66;1.98;2100;999;-0.463;34.911;2;-999;9;-999;9;-999;9;-999;9;2167.94;2;2305.56;2
58P320011031;  OWSM;1037;1;5;20151118;0;66;1.98;2100;801;-0.276;34.91;2;-999;9;-999;9;-999;9;-999;9;2167.83;2;2301.2;2
58P320011031;  OWSM;1037;1;6;20151118;0;66;1.98;2100;498;1.144;34.928;2;-999;9;-999;9;-999;9;-999;9;2169.72;2;2301.3;2
58P320011031;  OWSM;1037;1;7;20151118;0;66;1.98;2100;399;3.125;34.964;2;-999;9;-999;9;-999;9;-999;9;2160.33;2;2309.32;2
58P320011031;  OWSM;1037;1;8;20151118;0;66;1.98;2100;199;7.706;35.247;2;-999;9;-999;9;-999;9;-999;9;2152.96;2;2326.63;2
58P320011031;  OWSM;1037;1;9;20151118;0;66;1.98;2100;100;8.505;35.293;2;-999;9;-999;9;-999;9;-999;9;2153.42;2;2326.3;2
58P320011031;  OWSM;1037;1;10;20151118;0;66;1.98;2100;49;9.046;35.162;2;-999;9;-999;9;-999;9;-999;9;2129.1;2;2318.19;2
58P320011031;  OWSM;1037;1;11;20151118;0;66;1.98;2100;29;9.051;35.163;2;-999;9;-999;9;-999;9;-999;9;2124.58;2;2317.95;2
58P320011031;  OWSM;1037;1;12;20151118;0;66;1.98;2100;10;9.044;35.163;2;-999;9;-999;9;-999;9;-999;9;2135.11;2;2331.57;2
58P320011031;  OWSM;20;1;1;20160114;0;66;2;2100;2040.5;-0.783;34.914;2;-999;9;-999;9;-999;9;-999;9;2168.94;2;2305.42;2
58P320011031;  OWSM;20;1;2;20160114;0;66;2;2100;2001;-0.786;34.914;2;-999;9;-999;9;-999;9;-999;9;2172.73;2;2304.11;2
58P320011031;  OWSM;20;1;3;20160114;0;66;2;2100;1499.3;-0.706;34.913;2;-999;9;-999;9;-999;9;-999;9;2169.31;2;2304.76;2
58P320011031;  OWSM;20;1;4;20160114;0;66;2;2100;1000.2;-0.532;34.911;2;-999;9;-999;9;-999;9;-999;9;2171.64;2;2302.06;2
58P320011031;  OWSM;20;1;5;20160114;0;66;2;2100;799.3;-0.425;34.911;2;-999;9;-999;9;-999;9;-999;9;2169.96;2;2301.67;2
58P320011031;  OWSM;20;1;6;20160114;0;66;2;2100;499.4;0.071;34.909;2;-999;9;-999;9;-999;9;-999;9;2177.79;2;2303.52;2
58P320011031;  OWSM;20;1;7;20160114;0;66;2;2100;391.8;0.644;34.919;2;-999;9;-999;9;-999;9;-999;9;2177;2;2301.3;2
58P320011031;  OWSM;20;1;8;20160114;0;66;2;2100;200.3;3.29;34.963;2;-999;9;-999;9;-999;9;-999;9;2177.54;2;2305.7;2
58P320011031;  OWSM;20;1;9;20160114;0;66;2;2100;100.5;5.945;35.06;2;-999;9;-999;9;-999;9;-999;9;2147.39;2;2312.51;2
58P320011031;  OWSM;20;1;10;20160114;0;66;2;2100;49.4;5.971;35.066;2;-999;9;-999;9;-999;9;-999;9;2148.09;2;2311.78;2
58P320011031;  OWSM;20;1;11;20160114;0;66;2;2100;30.7;5.959;35.065;2;-999;9;-999;9;-999;9;-999;9;2147.33;2;2313.54;2
58P320011031;  OWSM;20;1;12;20160114;0;66;2;2100;9.7;5.966;35.066;2;-999;9;-999;9;-999;9;-999;9;2148;2;2315.98;2
58P320011031;  OWSM;177;1;1;20160303;0;65.84;2.21;2100;1930.3;-0.78;34.9099;2;-999;9;-999;9;-999;9;-999;9;2140.38;2;2309.37;2
58P320011031;  OWSM;177;1;2;20160303;0;65.84;2.21;2100;1498.8;-0.673;34.9089;2;-999;9;-999;9;-999;9;-999;9;2165.33;2;2304.63;2
58P320011031;  OWSM;177;1;3;20160303;0;65.84;2.21;2100;999.9;-0.439;34.9069;2;-999;9;-999;9;-999;9;-999;9;2167.07;2;2299.52;2
58P320011031;  OWSM;177;1;4;20160303;0;65.84;2.21;2100;499.8;0.616;34.9139;2;-999;9;-999;9;-999;9;-999;9;2170.71;2;2301.14;2
58P320011031;  OWSM;177;1;5;20160303;0;65.84;2.21;2100;296.6;4.686;35.0349;2;-999;9;-999;9;-999;9;-999;9;2161.67;2;2310.18;2
58P320011031;  OWSM;177;1;6;20160303;0;65.84;2.21;2100;196.7;6.101;35.1169;2;-999;9;-999;9;-999;9;-999;9;2149.29;2;2317.48;2
58P320011031;  OWSM;177;1;7;20160303;0;65.84;2.21;2100;47.2;7.352;35.1929;2;-999;9;-999;9;-999;9;-999;9;2142.82;2;2306.25;2
58P320011031;  OWSM;177;1;8;20160303;0;65.84;2.21;2100;28.4;7.327;35.1789;2;-999;9;-999;9;-999;9;-999;9;2144.34;2;2318.71;2
58P320011031;  OWSM;177;1;9;20160303;0;65.84;2.21;2100;21.7;7.322;35.1779;2;-999;9;-999;9;-999;9;-999;9;2139.84;2;2318.82;2
58P320011031;  OWSM;177;1;10;20160303;0;65.84;2.21;2100;7.3;7.319;35.1769;2;-999;9;-999;9;-999;9;-999;9;2145.42;2;2319.97;2
58P320011031;  OWSM;177;1;11;20160303;0;65.84;2.21;2100;5.4;7.319;35.1769;2;-999;9;-999;9;-999;9;-999;9;2145.12;2;2322.18;2
58P320011031;  OWSM;360;1;1;20160515;0;66;2;2100;2030;-0.783;34.912;2;-999;9;-999;9;-999;9;-999;9;2165.29;2;2296.43;2
58P320011031;  OWSM;360;1;2;20160515;0;66;2;2100;1500.84;-0.712;34.911;2;-999;9;-999;9;-999;9;-999;9;2162.28;2;2295.13;2
58P320011031;  OWSM;360;1;3;20160515;0;66;2;2100;999.26;-0.505;34.909;2;-999;9;-999;9;-999;9;-999;9;2167.56;2;2296.06;2
58P320011031;  OWSM;360;1;4;20160515;0;66;2;2100;498.75;0.616;34.914;2;-999;9;-999;9;-999;9;-999;9;2165.22;2;2299.35;2
58P320011031;  OWSM;360;1;5;20160515;0;66;2;2100;298.1;5.028;35.065;2;-999;9;-999;9;-999;9;-999;9;2157.03;2;2308.32;2
58P320011031;  OWSM;360;1;6;20160515;0;66;2;2100;197.96;6.536;35.18;2;-999;9;-999;9;-999;9;-999;9;2149.92;2;2312.1;2
58P320011031;  OWSM;360;1;7;20160515;0;66;2;2100;98.99;7.041;35.193;2;-999;9;-999;9;-999;9;-999;9;2144.57;2;2318.03;2
58P320011031;  OWSM;360;1;8;20160515;0;66;2;2100;48.32;7.49;35.186;2;-999;9;-999;9;-999;9;-999;9;2142.11;2;2317.29;2
58P320011031;  OWSM;360;1;9;20160515;0;66;2;2100;28.33;7.733;35.17;2;-999;9;-999;9;-999;9;-999;9;2133.76;2;2324.92;2
58P320011031;  OWSM;360;1;10;20160515;0;66;2;2100;18.83;7.732;35.171;2;-999;9;-999;9;-999;9;-999;9;2135.44;2;2314.9;2
58P320011031;  OWSM;360;1;11;20160515;0;66;2;2100;9.45;7.736;35.172;2;-999;9;-999;9;-999;9;-999;9;2135.61;2;2318.71;2
58P320011031;  OWSM;360;1;12;20160515;0;66;2;2100;3.51;7.74;35.172;2;-999;9;-999;9;-999;9;-999;9;2129.85;2;2318.21;2
58P320011031;  OWSM;467;1;1;20160522;0;65.83;2.19;2100;2023.34;-0.778;34.9127;2;-999;9;-999;9;-999;9;-999;9;2164.49;2;2299.51;2
58P320011031;  OWSM;467;1;2;20160522;0;65.83;2.19;2100;1499.4;-0.692;34.9109;2;-999;9;-999;9;-999;9;-999;9;2163.1;2;2296.48;2
58P320011031;  OWSM;467;1;3;20160522;0;65.83;2.19;2100;999.85;-0.474;34.9095;2;-999;9;-999;9;-999;9;-999;9;2166.04;2;2293.56;2
58P320011031;  OWSM;467;1;4;20160522;0;65.83;2.19;2100;498.79;0.321;34.9099;2;-999;9;-999;9;-999;9;-999;9;2172.54;2;2293.7;2
58P320011031;  OWSM;467;1;5;20160522;0;65.83;2.19;2100;297.2;2.913;34.9662;2;-999;9;-999;9;-999;9;-999;9;2162.75;2;2298.92;2
58P320011031;  OWSM;467;1;6;20160522;0;65.83;2.19;2100;199.24;5.199;35.0669;2;-999;9;-999;9;-999;9;-999;9;2153.42;2;2305.55;2
58P320011031;  OWSM;467;1;7;20160522;0;65.83;2.19;2100;97.98;6.589;35.1615;2;-999;9;-999;9;-999;9;-999;9;2146.02;2;2312.16;2
58P320011031;  OWSM;467;1;8;20160522;0;65.83;2.19;2100;50.36;7.325;35.187;2;-999;9;-999;9;-999;9;-999;9;2128.92;2;2313.54;2
58P320011031;  OWSM;467;1;9;20160522;0;65.83;2.19;2100;29.8;7.393;35.187;2;-999;9;-999;9;-999;9;-999;9;2128.57;2;2313.21;2
58P320011031;  OWSM;467;1;10;20160522;0;65.83;2.19;2100;20.48;7.477;35.1772;2;-999;9;-999;9;-999;9;-999;9;2127;2;2315.62;2
58P320011031;  OWSM;467;1;11;20160522;0;65.83;2.19;2100;10.34;7.503;35.167;2;-999;9;-999;9;-999;9;-999;9;2121.72;2;2319.84;2
58P320011031;  OWSM;467;1;12;20160522;0;65.83;2.19;2100;5.28;7.508;35.1652;2;-999;9;-999;9;-999;9;-999;9;2129.53;2;2312.58;2
58P320011031;  OWSM;537;1;1;20160728;0;66;1.98;2100;2001.22;-0.786;34.925;2;-999;9;-999;9;-999;9;-999;9;2165.39;2;2299.54;2
58P320011031;  OWSM;537;1;2;20160728;0;66;1.98;2100;1498.12;-0.691;34.923;2;-999;9;-999;9;-999;9;-999;9;2164.41;2;2301.66;2
58P320011031;  OWSM;537;1;3;20160728;0;66;1.98;2100;991.11;-0.45;34.922;2;-999;9;-999;9;-999;9;-999;9;2170;2;2295.37;2
58P320011031;  OWSM;537;1;4;20160728;0;66;1.98;2100;499;0.298;34.921;2;-999;9;-999;9;-999;9;-999;9;2172.13;2;2293.05;2
58P320011031;  OWSM;537;1;5;20160728;0;66;1.98;2100;297.54;2.774;34.973;2;-999;9;-999;9;-999;9;-999;9;2167.75;2;2298.84;2
58P320011031;  OWSM;537;1;6;20160728;0;66;1.98;2100;199.54;4.448;35.021;2;-999;9;-999;9;-999;9;-999;9;2155.54;2;2301.96;2
58P320011031;  OWSM;537;1;7;20160728;0;66;1.98;2100;98.61;6.852;35.179;2;-999;9;-999;9;-999;9;-999;9;2154.38;2;2316.98;2
58P320011031;  OWSM;537;1;8;20160728;0;66;1.98;2100;48.21;7.679;35.208;2;-999;9;-999;9;-999;9;-999;9;2149.38;2;2313.99;2
58P320011031;  OWSM;537;1;9;20160728;0;66;1.98;2100;28.89;8.863;35.2;2;-999;9;-999;9;-999;9;-999;9;2123.41;2;2311.74;2
58P320011031;  OWSM;537;1;10;20160728;0;66;1.98;2100;19.31;12.105;35.075;2;-999;9;-999;9;-999;9;-999;9;2092.74;2;2315.08;2
58P320011031;  OWSM;537;1;11;20160728;0;66;1.98;2100;9.73;13.241;35.046;2;-999;9;-999;9;-999;9;-999;9;2058.94;2;2313.45;2
58P320011031;  OWSM;537;1;12;20160728;0;66;1.98;2100;4.8;13.322;35.048;2;-999;9;-999;9;-999;9;-999;9;2058.45;2;2312.35;2
58P320011031;  OWSM;632;1;1;20161116;0;66;2;2100;2028.27;-0.801;34.914;2;-999;9;-999;9;-999;9;-999;9;2162.79;2;2299.96;2
